阿曼米黄	amanmihuang
洋蓟	yangji
阳江红	yangjianghong
阳角	yangjiao
羊角碾	yangjiaonian
仰角显示器	yangjiaoxianshiqi
仰角引导单元	yangjiaoyindaodanyuan
阳接触件	yangjiechujian
养老金	yanglaojin
阳历	yangli
杨柳科	yangliuke
阳逻湾	yangluowan
杨梅	yangmei
杨乃堂	yangnaitang
氧能力	yangnengli
样品	yangpin
扬沙	yangsha
扬声器	yangshengqi
扬声器箱	yangshengqixiang
仰视透视	yangshitoushi
杨述冬	yangshudong
扬水泵	yangshuibeng
洋水仙	yangshuixian
羊蹄甲	yangtijia
氧效应	yangxiaoying
羊眼螺栓	yangyanluoshuan
羊眼螺丝	yangyanluosi
养渔场	yangyuchang
氧转移率	yangzhuanyilv
羊足压路机	yangzuyaluji
摇摆	yaobai
摇摆车	yaobaiche
摇臂车床	yaobichechuang
摇臂收割机	yaobishougeji
腰袋	yaodai
咬底	yaodi
遥感	yaogan
遥感图片	yaogantupian
摇滚领域	yaogunlingyu
摇滚麦克	yaogunmaike
咬合桩	yaohezhuang
腰筋	yaojin
遥控	yaokong
遥控动力学	yaokongdonglixue
遥控运载器	yaokongyunzaiqi
遥控指令	yaokongzhiling
腰路堤	yaoludi
遥调	yaotiao
叶菜类蔬菜	yecaileishucai
叶底珠	yedizhu
液封技术	yefengjishu
野风信子	yefengxinzi
液封真空泵	yefengzhenkongbeng
液封直拉法	yefengzhilafa
液化	yehua
液环真空泵	yehuanzhenkongbeng
夜间施工	yejianshigong
冶金级硅	yejinjigui
液晶光阀	yejingguangfa
夜来仙翁	yelaixianweng
夜来香	yelaixiang
页轮	yelun
夜落金钱	yeluojinqian
液面负荷	yemianfuhe
叶面积	yemianji
野茉莉科	yemolike
页片	yepian
野生大豆	yeshengdadou
野外报账明细	yewaibaozhangmingxi
野外路线	yewailuxian
野外验收	yewaiyanshou
液位压力计	yeweiyaliji
业务	yewu
业务档案	yewudangan
业务库	yewuku
液限	yexian
夜香树	yexiangshu
液相外延	yexiangwaiyan
液压	yeya
液压机压模	yeyajiyamu|yeyajiyamo
液压接续管	yeyajiexuguan
液压截止阀	yeyajiezhifa
液压逆止阀	yeyanizhifa
液压止回阀	yeyazhihuifa
野营床	yeyingchuang
野营炉	yeyinglu
业主	yezhu
叶子花	yezihua
依北坡	yibeipo
仪表飞行规则	yibiaofeixingguize
仪表盒	yibiaohe
易表算量	yibiaosuanliang
仪表着陆系统	yibiaozhuoluxitong
移不变系统	yibubianxitong
异步传递方式	yibuchuandifangshi
异步转移方式	yibuzhuanyifangshi
异常部位	yichangbuwei
宜昌橙	yichangcheng
异常点	yichangdian
异常辉光放电	yichanghuiguangfangdian
异常透射法	yichangtoushefa
异常型种子	yichangxingzhongzi
逸出深度	yichushendu
遗传侵蚀	yichuanqinshi
意大花绿	yidahualv
意大利白麻	yidalibaima
意大利白砂石	yidalibaishashi
意大利黄隆石	yidalihuanglongshi
意大利灰麻	yidalihuima
意大利米黄	yidalimihuang
异地结算	yidijiesuan
伊甸米黄	yidianmihuang
移动床	yidongchuang
移动辐照器	yidongfuzhaoqi
移动角	yidongjiao
移动平均数法	yidongpingjunshufa
移动沙丘	yidongshaqiu
移动卫星通信	yidongweixingtongxin
移动站	yidongzhan
移动罩滤池	yidongzhaolvchi
疑窦丛生	yidoucongsheng
移风店镇	yifengdianzhen
移风镇	yifengzhen
疑符	yifu
乙管	yiguan
溢洪闸	yihongzha
乙级乱石	yijiluanshi
乙级毛乱石	yijimaoluanshi
衣架	yijia
异交	yijiao
移交	yijiao
异径管箍	yijingguangu
异径直接头	yijingzhijietou
伊朗啡	yilangfei
伊朗紫硬胶	yilangziyingjiao
伊乐藻	yilezao
医疗档案	yiliaodangan
以劣充优	yiliechongyou
溢流坝	yiliuba
溢流管	yiliuguan
溢流井	yiliujing
溢流口	yiliukou
溢流面	yiliumian
溢流堰	yiliuyan
衣帽间	yimaojian
移苗器	yimiaoqi
抑怒不发	yinubufa
夷平面	yipingmian
仪器	yiqi
翼墙	yiqiang
乙炔气	yiqueqi
怡然忘返	yiranwangfan
易燃物	yiranwu
易燃液体	yiranyeti
易燃易爆物品	yiranyibaowupin
异噻唑琳酮	yisaizuolintong
以商养文	yishangyangwen
艺术铁编花	yishutiebianhua
以税代利	yishuidaili
溢水管	yishuiguan
一跳	yitiao
易位	yiwei
移位紧急广播	yiweijinjiguangbo
移位喷淋头	yiweipenlintou
易位系	yiweixi
移位烟感头	yiweiyangantou
一窝蜂	yiwofeng
异相成核	yixiangchenghe
异向流斜管	yixiangliuxieguan
意向书	yixiangshu
异形板	yixingban
异形词	yixingci
异形锉	yixingcuo
异性构件	yixinggoujian
翼型螺丝	yixingluosi
医学电子学	yixuedianzixue
以言废人	yiyanfeiren
医药词库	yiyaociku
以优吃劣	yiyouchilie
翼缘	yiyuan
异源四倍体	yiyuansibeiti
翼闸快速通道	yizhakuaisutongdao
移植	yizhi
抑制发芽	yizhifaya
异质结	yizhijie
异质结构	yizhijiegou
宜治理面积	yizhilimianji
异质外延	yizhiwaiyan
移柱法	yizhufa
以资抵贷	yizididai
隐蔽工程记录	yinbigongchengjilu
隐蔽接收	yinbijieshou
银边翠	yinbiancui
银边黄杨	yinbianhuangyang
引导式干扰	yindaoshiganrao
尹典瑜	yindianyu
银鼎灰	yindinghui
印度白麻	yindubaima
印度大花绿	yindudahualv
印度兰	yindulan
银啡钻	yinfeizuan
银粉背蕨	yinfenbeijue
隐伏碳酸盐岩	yinfutansuanyanyan
隐伏体	yinfuti
隐伏岩溶	yinfuyanrong
隐伏于	yinfuyu
阴沟	yingou
银光绒面	yinguangrongmian
银桂	yingui
尹桂斌	yinguibin
因果系统	yinguoxitong
银行财务管理	yinhangcaiwuguanli
银行出纳	yinhangchuna
银行费用	yinhangfeiyong
银行稽核	yinhangjihe
银行结算原则	yinhangjiesuanyuanze
银行经济核算	yinhangjingjihesuan
银行扣缴	yinhangkoujiao
银行会计	yinhangkuaiji
银行会计报表	yinhangkuaijibaobiao
银行会计分录	yinhangkuaijifenlu
银行会计科目	yinhangkuaijikemu
银行会计凭证	yinhangkuaijipingzheng
银行利润	yinhanglirun
银行统计	yinhangtongji
银行统计报表	yinhangtongjibaobiao
银行统计分析	yinhangtongjifenxi
银行帐务核对	yinhangzhangwuhedui
银行帐务组织	yinhangzhangwuzuzhi
银河白	yinhebai
银合欢	yinhehuan
银河灰麻	yinhehuima
银河米黄	yinhemihuang
银红晶	yinhongjing
引洪漫地	yinhongmandi
银桦	yinhua
隐化池	yinhuachi
引火	yinhuo
阴极	yinji
阴极疲劳	yinjipilao
阴极寿命	yinjishouming
阴极有效系数	yinjiyouxiaoxishu
阴极中毒	yinjizhongdu
尹建军	yinjianjun
阴角	yinjiao
银胶菊	yinjiaoju
音节	yinjie
阴接触件	yinjiechujian
引进品种	yinjinpinzhong
音控防鸣器	yinkongfangmingqi
隐框幕墙	yinkuangmuqiang
引来	yinlai
引力	yinli
引领我	yinlingwo
引流线	yinliuxian
银幕	yinmu
音频变压器	yinpinbianyaqi
银槭	yinqi
引燃电流	yinrandianliu
引燃管	yinranguan
引燃极	yinranji
引燃时间	yinranshijian
因人事废	yinrenshifei
因人事兴	yinrenshixing
引入线	yinruxian
银色纯铝面	yinsechunlvmian
荫栅	yinshan
隐生宙	yinshengzhou
引水暗渠	yinshuianqu
引水拉沙造田	yinshuilashazaotian
引水渠	yinshuiqu
银丝木	yinsimu
银丝木地板	yinsimudiban
因素中	yinsuzhong
银线米黄	yinxianmihuang
阴香	yinxiang
音像档案	yinxiangdangan
银心黄杨	yinxinhuangyang
隐形目标	yinxingmubiao
荫罩	yinzhao
印制板连接器	yinzhibanlianjieqi
印制板组装件	yinzhibanzuzhuangjian
印制电路	yinzhidianlu
印制线路	yinzhixianlu
印制元件	yinzhiyuanjian
硬白蜡	yingbaila
应变	yingbian
应变能	yingbianneng
应测面积	yingcemianji
应城幅	yingchengfu
迎春	yingchun
迎春花	yingchunhua
应答式干扰	yingdashiganrao
硬度	yingdu
营房建筑测量	yingfangjianzhuceliang
硬骨凌霄	yinggulingxiao
荧光灯	yingguangdeng
荧光灯带	yingguangdengdai
荧光灯启动器	yingguangdengqidongqi
荧光灯照明	yingguangdengzhaoming
荧光灯镇流器	yingguangdengzhenliuqi
荧光反光灯	yingguangfanguangdeng
荧光线宽	yingguangxiankuan
硬化	yinghua
硬化防水剂	yinghuafangshuiji
樱花红火爆板	yinghuahonghuobaoban
樱花红台阶石	yinghuahongtaijieshi
樱花米黄	yinghuamihuang
应急抢险后	yingjiqiangxianhou
膺架	yingjia
硬聚氯乙烯管	yingjulvyixiguan
应力	yingli
盈利	yingli
应力场	yinglichang
硬粒玉米	yingliyumi
瘿瘤	yingliu
赢棋	yingqi
缨绒花	yingronghua
影视图片	yingshitupian
赢水河	yingshuihe
盈水河	yingshuihe
迎水面	yingshuimian
迎水坡	yingshuipo
硬塑料管	yingsuliaoguan
樱桃	yingtao
樱桃木贴面板	yingtaomutiemianban
鹦鹉村	yingwucun
鹦鹉路	yingwulu
影像	yingxiang
影响半径	yingxiangbanjing
影像地图	yingxiangditu
影象地质图	yingxiangdizhitu
影响量	yingxiangliang
影响面积	yingxiangmianji
硬岩掘进机	yingyanjuejinji
营业主	yingyezhu
应用水文学	yingyongshuiwenxue
硬杂质	yingzazhi
硬质塑料	yingzhisuliao
硬质小麦	yingzhixiaomai
用户	yonghu
用户电报	yonghudianbao
用户小交换机	yonghuxiaojiaohuanji
永久测站	yongjiucezhan
永久冻土	yongjiudongtu
永久界柱	yongjiujiezhu
永久性建筑	yongjiuxingjianzhu
永久债券	yongjiuzhaiquan
永美卫浴制品	yongmeiweiyuzhipin
用水定额	yongshuidinge
永为先导	yongweixiandao
永享太平	yongxiangtaiping
泳装秀	yongzhuangxiu
黝暗	youan
油泵配件	youbengpeijian
游标	youbiao
有偿新闻	youchangxinwen
游车	youche
游动时间	youdongshijian
诱发地震	youfadizhen
诱发因素	youfayinsu
油封真空泵	youfengzhenkongbeng
有功	yougong
有害副作用	youhaifuzuoyong
有害生物	youhaishengwu
优化	youhua
油灰刀	youhuidao
有机计数器	youjijishuqi
有机结合料	youjijieheliao
有机质含量	youjizhihanliang
有机质土	youjizhitu
油料林	youliaolin
油料脱皮	youliaotuopi
油料预处理	youliaoyuchuli
油麻	youma
莜麦粉	youmaifen
油膜光阀	youmoguangfa
柚木沙石	youmushashi
油漆	youqi
优缺点	youquedian
有人增音站	yourenzengyinzhan
有所遵循	yousuozunxun
犹太复国主义	youtaifuguozhuyi
幼纹雪花白	youwenxuehuabai
有限冲激响应	youxianchongjixiangying
有线遥测	youxianyaoce
有线遥控	youxianyaokong
有限元	youxianyuan
有限正比区	youxianzhengbiqu
有效降水量	youxiaojiangshuiliang
有效降雨	youxiaojiangyu
有效纤芯	youxiaoxianxin
有效值	youxiaozhi
油性	youxing
有源干扰	youyuanganrao
有源跟踪	youyuangenzong
有源矩阵	youyuanjuzhen
有源探测	youyuantance
有源微波遥感	youyuanweiboyaogan
油毡	youzhan
油脂	youzhi
油脂精炼	youzhijinglian
余摆线真空泵	yubaixianzhenkongbeng
郁闭度	yubidu
鱼鳔槐	yubiaohuai
预测	yuce
预测预报	yuceyubao
预插管	yuchaguan
予插管	yuchaguan
预插管件	yuchaguanjian
玉蝉花	yuchanhua
预沉池	yuchenchi
隅撑	yucheng
预处理	yuchuli
鱼道	yudao
雨滴	yudi
淤地坝	yudiba
阈电流密度	yudianliumidu
鱼肚白	yudubai
预付款	yufukuan
预工	yugong
预拱度	yugongdu
鱼骨葵	yugukui
于贵晓	yuguixiao
于华峰	yuhuafeng
迂回路由	yuhuiluyou
雨季	yuji
淤积	yuji
预计工作量	yujigongzuoliang
预计填方量	yujitianfangliang
淤积土	yujitu
预计完成时间	yujiwanchengshijian
于江波	yujiangbo
雨久花	yujiuhua
玉兰	yulan
郁李	yuli
雨量	yuliang
瑜亮情节	yuliangqingjie
雨林啡	yulinfei
鱼鳞坑	yulinkeng
玉铃花	yulinghua
预留	yuliu
预留孔洞	yuliukongdong
余脉冲	yumaichong
欲埋吊件	yumaidiaojian
预埋钢筋	yumaigangjin
预埋件	yumaijian
预埋螺栓	yumailuoshuan
羽毛枫	yumaofeng
玉米大斑病	yumidabanbing
玉米尖	yumijian
玉米糁	yumishen
育苗护林	yumiaohulin
预膜	yumo
鱼木	yumu
榆木树	yumushu
榆木树瘤	yumushuliu
淤泥质	yunizhi
淤泥质土	yunizhitu
雨期	yuqi
语声信号处理	yushengxinhaochuli
浴室	yushi
雨树	yushu
雨水泵站	yushuibengzhan
雨水井篦	yushuijingbi
雨水口支管	yushuikouzhiguan
雨水量	yushuiliang
雨水排水道	yushuipaishuidao
雨水系统	yushuixitong
预算	yusuan
预算表中	yusuanbiaozhong
预算标准	yusuanbiaozhun
预算定额	yusuandinge
预算结果	yusuanjieguo
阈探测器	yutanceqi
预调电容器	yutiaodianrongqi
鱼尾葵	yuweikui
雨污	yuwu
雨污混流	yuwuhunliu
于喜兵	yuxibing
于孝民	yuxiaomin
雨雪	yuxue
预压法	yuyafa
雨养地	yuyangdi
阈译码	yuyima
预应力	yuyingli
预应力钢束	yuyingligangshu
预应力锚杆	yuyinglimaogan
阈值波长	yuzhibochang
预制方桩	yuzhifangzhuang
预制件	yuzhijian
预制空心楼板	yuzhikongxinlouban
预制楼板	yuzhilouban
预制楼梯	yuzhilouti
预制桩	yuzhizhuang
于忠健	yuzhongjian
宇宙	yuzhou
宇宙地质学	yuzhoudizhixue
于尊德	yuzunde
圆柏	yuanbai
元宝槭	yuanbaoqi
塬边防护林	yuanbianfanghulin
原编号	yuanbianhao
原材料	yuancailiao
远程通信	yuanchengtongxin
原创歌曲	yuanchuanggequ
原地保存	yuandibaocun
元钉	yuanding
袁东辉	yuandonghui
远端站	yuanduanzhan
原稿	yuangao
元古宙	yuanguzhou
圆弧	yuanhu
袁家庄	yuanjiazhuang
原件	yuanjian
元件面	yuanjianmian
远交	yuanjiao
元结构	yuanjiegou
远近开发利用	yuanjinkaifaliyong
园林灯	yuanlindeng
园林花具	yuanlinhuaju
园林剪	yuanlinjian
园林锯	yuanlinju
园林设计	yuanlinsheji
圆木桩	yuanmuzhuang
元盘电锯	yuanpandianju
圆盘犁	yuanpanli
圆盘刷	yuanpanshua
远期支票	yuanqizhipiao
圆球灯罩	yuanqiudengzhao
原球茎	yuanqiujing
原石彩瓦漆	yuanshicaiwaqi
原始农业	yuanshinongye
原水磨石	yuanshuimoshi
原塌陷点	yuantaxiandian
原条	yuantiao
原图	yuantu
原位标注	yuanweibiaozhu
原位测试	yuanweiceshi
原位分子杂交	yuanweifenzizajiao
原位试验	yuanweishiyan
原污泥	yuanwuni
圆形截面	yuanxingjiemian
圆形荧光灯	yuanxingyingguangdeng
鸳鸯茉莉	yuanyangmoli
圆叶茅膏菜	yuanyemaogaocai
圆叶乌桕	yuanyewujiu
园艺工具	yuanyigongju
园艺剪	yuanyijian
园艺林学学院	yuanyilinxuexueyuan
园艺学	yuanyixue
园艺作物	yuanyizuowu
袁永文	yuanyongwen
远缘嫁接	yuanyuanjiajie
圆柱	yuanzhu
圆柱柏	yuanzhubai
圆柱形蓄电池	yuanzhuxingxudianchi
原子	yuanzi
圆嘴钳	yuanzuiqian
约定真值	yuedingzhenzhi
越冬防治	yuedongfangzhi
约翰黑	yuehanhei
岳桦	yuehua
阅览室	yuelanshi
越岭线	yuelingxian
约束边缘构件	yueshubianyuangoujian
约束长度	yueshuchangdu
跃水井	yueshuijing
月台	yuetai
跃温层	yuewenceng
月震	yuezhen
云层	yunceng
运动护具	yundonghuju
晕光放电管	yunguangfangdianguan
云海	yunhai
云灰	yunhui
云量	yunliang
云曲米黄	yunqumihuang
云石切割机	yunshiqiegeji
运输试验	yunshushiyan
运土	yuntu
云雾室	yunwushi
匀相成核	yunxiangchenghe
芸香科	yunxiangke
运行单位	yunxingdanwei
运行矩频特性	yunxingjupintexing
允许浓度	yunxunongdu
云游咖啡	yunyoukafei
云状	yunzhuang
杂波间可见度	zabojiankejiandu
杂波内可见度	zaboneikejiandu
杂波图	zabotu
杂波下可见度	zaboxiakejiandu
杂草	zacao
砸缸	zagang
杂化频率	zahuapinlv
杂交	zajiao
杂交高粱	zajiaogaoliang
杂交可育	zajiaokeyu
杂交亲和性	zajiaoqinhexing
杂交组合	zajiaozuhe
杂散响应	zasanxiangying
杂树	zashu
杂填土	zatiantu
杂质团	zazhituan
载波传输	zaibochuanshu
载波电报	zaibodianbao
载波频移	zaibopinyi
载波提取	zaibotiqu
灾害预警	zaihaiyujing
载荷	zaihe
载荷试验	zaiheshiyan
载流容量	zailiurongliang
载漏	zailou
载频纯度	zaipinchundu
载频恢复	zaipinhuifu
载频同步	zaipintongbu
再侵染源	zaiqinranyuan
再生	zaisheng
再生剂耗量	zaishengjihaoliang
再生剂计量	zaishengjijiliang
再生剂量	zaishengjiliang
再生沥青路面	zaishengliqinglumian
再生燃料电池	zaishengranliaodianchi
再生液置换	zaishengyezhihuan
再生周期	zaishengzhouqi
载体	zaiti
载噪比	zaizaobi
早代测验	zaodaiceyan
早二叠世	zaoerdieshi
早花忍冬	zaohuarendong
造价编制费	zaojiabianzhifei
早锦带花	zaojindaihua
燥裂	zaolie
造林保存率	zaolinbaocunlv
造林工程	zaolingongcheng
造林密度	zaolinmidu
造林台帐	zaolintaizhang
造林整地	zaolinzhengdi
凿毛	zaomao
早强减水剂	zaoqiangjianshuiji
造山带	zaoshandai
造山幕	zaoshanmu
造山作用	zaoshanzuoyong
噪声	zaosheng
噪声干扰	zaoshengganrao
噪声管	zaoshengguan
噪声雷达	zaoshengleida
遭受和其它	zaoshouheqita
造型天花	zaoxingtianhua
皂液盒	zaoyehe
噪音控制	zaoyinkongzhi
造砖	zaozhuan
糟渍	zaozi
择多译码	zeduoyima
泽尼白麻	zenibaima
增幅管	zengfuguan
增加喷淋头	zengjiapenlintou
增加烟感头	zengjiayangantou
增生	zengsheng
憎水	zengshui
憎水珍珠	zengshuizhenzhu
憎水珍珠岩板	zengshuizhenzhuyanban
增信码	zengxinma
增压变压器	zengyabianyaqi
增压真空泵	zengyazhenkongbeng
增益饱和	zengyibaohe
增益裕量	zengyiyuliang
渣场	zhachang
闸底板	zhadiban
闸墩	zhadun
闸阀井	zhafajing
闸基	zhaji
闸孔	zhakong
栅栏杆道闸	zhalangandaozha
乍冷乍热	zhalengzhare
闸门	zhamen
闸门槽	zhamencao
闸门井	zhamenjing
闸室	zhashi
闸塘	zhatang
炸药量	zhayaoliang
宅第	zhaidi
窄电路	zhaidianlu
债权人	zhaiquanren
债务	zhaiwu
窄叶绣线菊	zhaiyexiuxianju
翟忠诚	zhaizhongcheng
粘层	zhanceng
斩假石做法	zhanjiashizuofa
粘接接合	zhanjiejiehe
粘接强度	zhanjieqiangdu
粘接试验	zhanjieshiyan
粘土层	zhantuceng
展线	zhanxian
占压	zhanya
占营	zhanying
张秉生	zhangbingsheng
涨潮	zhangchao
章凡	zhangfan
张方强	zhangfangqiang
张方义	zhangfangyi
胀管螺栓	zhangguanluoshuan
涨洪段	zhanghongduan
帐户管理	zhanghuguanli
张建华	zhangjianhua
张金林	zhangjinlin
张京文	zhangjingwen
樟科	zhangke
张拉千斤顶	zhanglaqianjinding
张拉设备	zhanglashebei
张立业	zhangliye
张量磁导率	zhangliangcidaolv
张明贤	zhangmingxian
张旗鸣鼓	zhangqiminggu
长叶榕	zhangyerong
张正洪	zhangzhenghong
张卓成	zhangzhuocheng
张作辰	zhangzuochen
招标投标	zhaobiaotoubiao
赵成礼	zhaochengli
沼地	zhaodi
罩光	zhaoguang
罩光涂料	zhaoguangtuliao
着火电压	zhaohuodianya
着火时间	zhaohuoshijian
肇乱	zhaoluan
照明布线	zhaomingbuxian
照明出线口	zhaomingchuxiankou
照明干线选	zhaomingganxianxuan
照明控制	zhaomingkongzhi
照明控制室	zhaomingkongzhishi
照难点归心	zhaonandianguixin
兆欧	zhaoou
赵丕利	zhaopili
照片档案	zhaopiandangan
找平	zhaoping
找平层	zhaopingceng
沼气	zhaoqi
照射量计	zhaosheliangji
照射量率计	zhaoshelianglvji
照相制板镜头	zhaoxiangzhibanjingtou
沼泽	zhaoze
锗铋氧化物	zhebiyanghuawu
折倒剖	zhedaopou
折倒剖面	zhedaopoumian
折叠梯	zhedieti
折减	zhejian
折减系数	zhejianxishu
锗锂氧化物	zheliyanghuawu
折梁	zheliang
浙南工具	zhenangongju
谪迁	zheqian
褶曲	zhequ
折射	zheshe
柘树	zheshu
锗酸铋	zhesuanbi
锗酸锂	zhesuanli
遮阳	zheyang
褶皱带	zhezhoudai
震旦纪	zhendanji
振荡电路	zhendangdianlu
振动粘度系数	zhendongnianduxishu
镇墩	zhendun
真缝	zhenfeng
贞丰米黄	zhenfengmihuang
振幅	zhenfu
真光层	zhenguangceng
真假票鉴别	zhenjiapiaojianbie
真菌	zhenjun
真空电子学	zhenkongdianzixue
真空击穿	zhenkongjichuan
真空继电器	zhenkongjidianqi
针孔透镜	zhenkongtoujing
真空脱水工艺	zhenkongtuoshuigongyi
真空微电子学	zhenkongweidianzixue
真空荧光显示	zhenkongyingguangxianshi
针阔混交林	zhenkuohunjiaolin
真明	zhenming
甄频器	zhenpinqi
针式瓷瓶	zhenshiciping
真石底漆	zhenshidiqi
真实高度	zhenshigaodu
帧输出变压器	zhenshuchubianyaqi
砧穗相互作用	zhensuixianghuzuoyong
赈恤	zhenxu
镇压	zhenya
阵雨	zhenyu
震宇汽车工具	zhenyuqichegongju
珍珠白麻	zhenzhubaima
珍珠菜	zhenzhucai
珍珠麻	zhenzhuma
珍珠木	zhenzhumu
珍珠岩板	zhenzhuyanban
珍珠岩板专用	zhenzhuyanbanzhuanyong
榛子	zhenzi
真子午线	zhenziwuxian
正版验证码	zhengbanyanzhengma
整倍体	zhengbeiti
正本	zhengben
正比计数器	zhengbijishuqi
正比区	zhengbiqu
正标管	zhengbiaoguan
整步转矩	zhengbuzhuanju
正常高水位	zhengchanggaoshuiwei
正常年	zhengchangnian
正常侵蚀	zhengchangqinshi
正常文法	zhengchangwenfa
蒸炒	zhengchao
正锤线观测	zhengchuixianguance
征地拆迁费	zhengdichaiqianfei
正电子谱仪	zhengdianzipuyi
正断层	zhengduanceng
蒸发	zhengfa
蒸发池	zhengfachi
蒸发机会	zhengfajihui
蒸发冷凝器	zhengfalengningqi
蒸发离子泵	zhengfalizibeng
蒸发率	zhengfalv
蒸发强度	zhengfaqiangdu
蒸发损失	zhengfasunshi
正反交	zhengfanjiao
征集	zhengji
正交场放大管	zhengjiaochangfangdaguan
正交场器件	zhengjiaochangqijian
正交桥	zhengjiaoqiao
正据	zhengju
整理	zhengli
整篱剪	zhenglijian
整理室	zhenglishi
整理之中	zhenglizhizhong
整流变压器	zhengliubianyaqi
整流器	zhengliuqi
